1008
TE 12 3 22.6293003028355
TE 2 7 22.6715817724774
TM 1 7 22.7600843805928
TE 0 7 22.7600843805928
TM 8 4 22.9451731318746
TM 14 2 23.1157783472528
TE 21 1 23.254820510011
TM 18 1 23.25677608511
TE 16 2 23.2642697819846
TE 7 5 23.2680529264576
TM 11 3 23.2758537262634
TM 6 5 23.5860844355814
TE 10 4 23.7607158603274
TE 5 6 23.8035814765939
TE 13 3 23.8193890900363
TM 4 6 24.0190195247711
TE 3 7 24.1448974329093
TM 9 4 24.2338852577506
TM 15 2 24.2691800262089
TM 2 7 24.2701123135731
TE 22 1 24.2893855446789
TE 1 8 24.3113268572108
TM 19 1 24.3382496234072
TM 0 8 24.3524715307493
TE 17 2 24.3819137014086
TM 12 3 24.4948850438814
TE 8 5 24.5871974863177
TM 7 5 24.934927887673
TE 14 3 25.0019715001382
TE 11 4 25.0085187046443
TE 6 6 25.1839255994996
TE 23 1 25.3229242100054
TM 16 2 25.4170190063428
TM 20 1 25.4171408140725
TM 5 6 25.4303411542227
TE 18 2 25.4955587059848
TM 10 4 25.5094505541828
TE 4 7 25.5897596813867
TM 13 3 25.7051030539247
TM 3 7 25.748166699295
TE 2 8 25.8260371417853
TE 9 5 25.8912772768391
TM 1 8 25.9036720876184
TE 0 8 25.9036720876184
TE 15 3 26.1777662012206
TE 12 4 26.2460477739466
TM 8 5 26.2668146411766
TE 24 1 26.3555096840803
TM 21 1 26.493647416019
TE 7 6 26.5450320618236
TM 17 2 26.5597841380254
TE 19 2 26.6055339240149
TM 11 4 26.7733225455095
TM 6 6 26.8201519834114
TM 14 3 26.9073689761821
TE 5 7 27.0103078977777
TE 10 5 27.1820215271905
TM 4 7 27.1990877659813
TE 3 8 27.3100579302043
TE 16 3 27.3473865140088
TE 25 1 27.3872071253078
TM 2 8 27.4205735499846
TE 1 9 27.4570505710592
TE 13 4 27.4743397509682
TM 0 9 27.4934791320403
TM 22 1 27.5679438912622
TM 9 5 27.583748963573
TM 18 2 27.6978983508553
TE 20 2 27.7121268430748
TE 8 6 27.8892694279551
TM 12 4 28.0267099499731
TM 15 3 28.1024152316678
TM 7 6 28.1911884594832
TE 6 7 28.4097763625101
TE 26 1 28.4180748345604
TE 11 5 28.4608572796548
TE 17 3 28.5113606756221
TM 5 7 28.6266183072911
TM 23 1 28.640185030764
TE 14 4 28.6942712231108
TE 4 8 28.7678362176665
TE 21 2 28.8155902593521
TM 19 2 28.8317303513009
TM 10 5 28.8873750635305
TM 3 8 28.9083507809218
TE 2 9 28.9776727729937
TM 1 9 29.0468285349169
TE 0 9 29.0468285349169
TE 9 6 29.2185634999361
TM 13 4 29.2706304418748
TM 16 3 29.2908706963134
TE 27 1 29.4481652109594
TM 8 6 29.5456596709985
TE 18 3 29.6701473689184
TM 24 1 29.7105088898112
TE 12 5 29.7289781689113
TE 7 7 29.7907485831966
TE 15 4 29.9065910755217
TE 22 2 29.9161478105879
TM 20 2 29.9616037916252
TM 6 7 30.0337223865705
TM 11 5 30.1790611787849
TE 5 8 30.2028490789817
TM 4 8 30.3710076671172
TE 3 9 30.4702688062904
TM 17 3 30.4732799463335
TE 28 1 30.4775255441804
TM 14 4 30.505950163896
TE 10 6 30.5345047540071
TM 2 9 30.5692044955164
TE 1 10 30.6019229726691
TM 0 10 30.634606468432
TM 25 1 30.7790391865673
TE 19 3 30.8241478005791
TM 9 6 30.8853789676967
TE 13 5 30.9873943316653
TE 23 2 31.0139984292923
TM 21 2 31.0878045460303
TE 16 4 31.1119449377093
TE 8 7 31.1553265561883
TM 7 7 31.4227941922656
TM 12 5 31.459960035318
TE 29 1 31.5061986760577
TE 6 8 31.617875716105
TM 18 3 31.650118151857
TM 15 4 31.7334133443745
TM 5 8 31.8117167240478
TE 11 6 31.838424458617
TM 26 1 31.8458872786873
TE 4 9 31.9385393409728
TE 20 3 31.9737152196982
TM 3 9 32.0648524070977
TE 24 2 32.1093199623833
TE 2 10 32.1273270204435
TM 1 10 32.1896799109744
TE 0 10 32.1896799109744
TM 22 2 32.2105865494821
TM 10 6 32.2118561997127
TE 14 5 32.2369694078781
TE 17 4 32.3108939406961
TE 9 7 32.5052473523755
TE 30 1 32.5342235567901
TM 13 5 32.7310533109784
TM 8 7 32.7958000373415
TM 19 3 32.8218027618736
TM 27 1 32.9111538049842
TM 16 4 32.9536648850688
TE 7 8 33.0151786413751
TE 21 3 33.1191625087837
TE 12 6 33.1314499535717
TE 25 2 33.2022721398251
TM 6 8 33.2330417628471
TM 23 2 33.3301765307659
TE 5 9 33.3854439010101
TE 15 5 33.4784484900165
TE 18 4 33.5039293216206
TM 11 6 33.5263640755886
TM 4 9 33.5371377118192
TE 31 1 33.5616357154769
TE 3 10 33.6269491827967
TM 2 10 33.7165195092227
TE 1 11 33.7461828986674
TM 0 11 33.7758202135736
TE 10 7 33.8419657751357
TM 28 1 33.9749300587487
TM 20 3 33.9887027852352
TM 14 5 33.9931849847815
TM 9 7 34.1543779238551
TM 17 4 34.1672678538405
TE 22 3 34.2607683028041
TE 26 2 34.2929990294641
TE 8 8 34.3966285542722
TE 13 6 34.4145456621672
TM 24 2 34.4467778847176
TE 32 1 34.5884676605041
TM 7 8 34.6370893520693
TE 19 4 34.6914839452588
TE 16 5 34.7124795854228
TE 6 9 34.8133929842974
TM 12 6 34.8299869902902
TM 5 9 34.9887812945593
TM 29 1 35.0372991442602
TE 4 10 35.1039166773468
TM 21 3 35.1511462445783
TE 11 7 35.1667144273926
TM 3 10 35.2186707386101
TM 15 5 35.2470867857933
TE 2 11 35.2755350506747
TM 1 11 35.3323075500839
TE 0 11 35.3323075500839
TM 18 4 35.3747172179548
TE 27 2 35.3816310824116
TE 23 3 35.3987819700057
TM 10 7 35.4999092053739
TM 25 2 35.5605738670345
TE 33 1 35.6147492220943
TE 14 6 35.6885440911853
TE 9 8 35.7637929288088
TE 20 4 35.8739415011787
TE 17 5 35.9396303401281
TM 8 8 36.0256150638696
TM 30 1 36.0983369567477
TM 13 6 36.1236576664488
TE 7 9 36.2243805487872
TM 22 3 36.3094262234586
TM 6 9 36.4220196682585
TE 28 2 36.4682868492111
TE 12 7 36.4805483022317
TM 16 5 36.4933979124465
TE 24 3 36.5334277024532
TE 5 10 36.5607776868804
TM 19 4 36.5764507589996
TE 34 1 36.6405078468662
TM 26 2 36.6717302506885
TM 4 10 36.6990011287446
TE 3 11 36.7810206754644
TM 11 7 36.8335713418949
TM 2 11 36.8628565112838
TE 1 12 36.8899874092368
TM 0 12 36.917098353664
TE 15 6 36.9541696510055
TE 21 4 37.0516439241848
TE 10 8 37.1180004236656
TM 31 1 37.1581130175366
TE 18 5 37.1604012417351
TM 9 8 37.4000999771566
TM 14 6 37.4081851286397
TM 23 3 37.4638058174514
TE 29 2 37.5530744291183
TE 8 9 37.6200780441971
TE 25 3 37.6649079029163
TE 35 1 37.6657688523338
TM 17 5 37.732680522054
TM 20 4 37.7728578443991
TM 27 2 37.7803975505171
TE 13 7 37.7843785062095
TM 7 9 37.8387173828536
TE 6 10 37.9996408977153
TM 12 7 38.1563775046814
TM 5 10 38.1598685619671
TE 16 6 38.2120572275765
TM 32 1 38.2166911896038
TE 22 4 38.224897439595
TE 4 11 38.2653169870882
TM 3 11 38.3704724347569
TE 19 5 38.3752361658797
TE 2 12 38.4226548175559
TE 11 8 38.4603887203283
TM 1 12 38.4747662347716
TE 0 12 38.4747662347716
TM 24 3 38.6145222220815
TE 30 2 38.6360927013674
TM 15 6 38.6842763892896
TE 36 1 38.6905556477783
TM 10 8 38.7618070178817
TE 26 3 38.7934060102525
TM 28 2 38.8867128985445
TM 21 4 38.964286547595
TM 18 5 38.965432047654
TE 9 9 39.0019028115142
TE 14 7 39.0789981852451
TM 8 9 39.2404479951781
TM 33 1 39.2741302937459
TE 23 4 39.393977531968
TE 7 10 39.4222745789393
TE 17 6 39.4627668524877
TM 13 7 39.4692068252439
TE 20 5 39.5845308907588
TM 6 10 39.6032394160754
TE 37 1 39.7148899267407
TE 31 2 39.7174323770825
TE 5 11 39.7306402300674
TM 25 3 39.761790134224
TE 12 8 39.7919407189409
TM 4 11 39.8576273021809
TE 27 3 39.9190888727422
TE 3 12 39.9331086236595
TM 16 6 39.9525534902212
TM 29 2 39.9908016345971
TM 2 12 40.0084467334782
TE 1 13 40.0334440533507
TM 0 13 40.0584257646282
TM 11 8 40.1118232709542
TM 22 4 40.1510494809325
TM 19 5 40.1920951008371
TM 34 1 40.3304846416591
TE 15 7 40.3651027480632
TE 10 9 40.3710689053339
TE 24 4 40.559133062246
TM 9 9 40.6285537189645
TE 18 6 40.7067954275369
TE 38 1 40.7387918354477
TM 14 7 40.7728278535019
TE 21 5 40.7886400379226
TE 32 2 40.797176902657
TE 8 10 40.830178681822
TM 26 3 40.9058046024923
TM 7 10 41.0307736915855
TE 28 3 41.0421087545195
TM 30 2 41.0927786631534
TE 13 8 41.1135123768834
TE 6 11 41.1788494743214
TM 17 6 41.213567059135
TM 5 11 41.3263832540474
TM 23 4 41.3334286141939
TM 35 1 41.3858044991724
TM 20 5 41.4130655138926
TE 4 12 41.4236664985007
TM 12 8 41.4510923079397
TM 3 12 41.5207196704068
TE 2 13 41.5689349360743
TM 1 13 41.6170942128145
TE 0 13 41.6170942128145
TE 16 7 41.643305847936
TE 25 4 41.7205897048089
TE 11 9 41.7286255626243
TE 39 1 41.7622801207304
TE 33 2 41.8754032393719
TE 19 6 41.9445861950521
TE 22 5 41.9878827803093
TM 10 9 42.0041902366718
TM 27 3 42.0467434316519
TM 15 7 42.0679169986568
TE 29 3 42.1626050419424
TM 31 2 42.1927496169611
TE 9 10 42.2246384307533
TE 14 8 42.4258544328661
TM 36 1 42.4401364904578
TM 8 10 42.4438877432736
TM 18 6 42.4678072133308
TM 24 4 42.5116792859419
TE 7 11 42.6115221722867
TM 21 5 42.6286989308185
TM 6 11 42.7784816131995
TM 13 8 42.7804392654472
TE 40 1 42.785372260393
TE 26 4 42.8785528366065
TE 5 12 42.8962731634944
TE 17 7 42.9141521609624
TE 34 2 42.9521825392894
TM 4 12 43.0137377233544
TE 12 9 43.075486800191
TE 3 13 43.0836526623751
TM 2 13 43.1534537783715
TE 20 6 43.1765364614244
TE 1 14 43.1766289654488
TE 23 5 43.1825475745567
TM 28 3 43.1847692232648
TM 0 14 43.1997917131767
TE 30 3 43.2807057028371
TM 32 2 43.2908118599156
TM 16 7 43.3550732038519
TM 11 9 43.3683609475217
TM 37 1 43.4935239521172
TE 10 10 43.6067649013795
TM 25 4 43.6860335666763
TM 19 6 43.7157124179554
TE 15 8 43.729629581019
TE 41 1 43.8080845784968
TM 22 5 43.8393162543919
TM 9 10 43.8438014203374
TE 35 2 44.0275807337482
TE 8 11 44.0300103379662
TE 27 4 44.0332099812488
TM 14 8 44.1005905657983
TE 18 7 44.1781277116395
TM 7 11 44.2154085052613
TM 29 3 44.320031117468
TE 6 12 44.3525791990702
TE 24 5 44.3728961136561
TM 33 2 44.387055355443
TE 31 3 44.3965285408784
TE 21 6 44.4030039516762
TE 13 9 44.4124545192293
TM 5 12 44.4893191232197
TM 38 1 44.5460072445089
TE 4 13 44.5796231373593
TM 17 7 44.6348297531127
TM 3 13 44.6697431166173
TE 2 14 44.7145535328197
TM 12 9 44.7219435431911
TM 1 14 44.7593189976528
TE 0 14 44.7593189976528
TE 42 1 44.8304323476309
TM 26 4 44.856703097116
TM 20 6 44.9576767484217
TE 11 10 44.9775262509035
TE 16 8 45.0254262073893
TM 23 5 45.0452081825569
TE 36 2 45.1016590478366
TE 28 4 45.1847328888879
TM 10 10 45.231574103535
TM 15 8 45.4121896147331
TE 9 11 45.4354830974755
TE 19 7 45.4356682970925
TM 30 3 45.4526662875566
TM 34 2 45.4815634217207
TE 32 3 45.5101822790956
TE 25 5 45.5591666511289
TM 39 1 45.5976240264321
TE 22 6 45.6243120800142
TM 8 11 45.6384441821991
TE 14 9 45.7402367766248
TE 7 12 45.793999658055
TE 43 1 45.8524298799099
TM 18 7 45.907663866365
TM 6 12 45.9490159980426
TM 27 4 46.0238814981534
TE 5 13 46.058566273567
TM 13 9 46.0657109115756
TM 4 13 46.1678535129244
TE 37 2 46.1744744518737
TM 21 6 46.194055894389
TE 3 14 46.2329710818365
TM 24 5 46.2466390132317
TM 2 14 46.2979966772369
TE 17 8 46.3137694935362
TE 1 15 46.3195975611739
TE 29 4 46.3332793159486
TE 12 10 46.3377721045414
TM 0 15 46.3411883716618
TM 35 2 46.5744133911931
TM 31 3 46.5828012288235
TM 11 10 46.6081326762749
TE 33 3 46.6217675000358
TM 40 1 46.6484094982857
TE 20 7 46.6871664206467
TM 16 8 46.7158094350258
TE 26 5 46.7415768144767
TE 10 11 46.8289594465646
TE 23 6 46.8407543538191
TE 44 1 46.8740906081745
TM 9 11 47.048700737654
TE 15 9 47.0594624034948
TM 19 7 47.1740045682365
TM 28 4 47.1877464287473
TE 8 12 47.2217584718871
TE 38 2 47.2460800590407
TM 7 12 47.3941657555705
TM 14 9 47.4003477805432
TM 22 6 47.4251721615751
TM 25 5 47.4438498564916
TE 30 4 47.4789945558804
TE 6 13 47.5219569057681
TE 18 8 47.5951304784103
TM 5 13 47.6493998066971
TM 36 2 47.665677188749
TE 13 10 47.6882528459934
TM 41 1 47.698396617993
TM 32 3 47.710552875148
TE 34 3 47.7313774650336
TE 4 14 47.7336675238657
TM 3 14 47.8177856915333
TE 2 15 47.8596416079921
TE 45 1 47.8954271586474
TM 1 15 47.9014608871855
TE 0 15 47.9014608871855
TE 27 5 47.9203260004634
TE 21 7 47.932977044592
TM 12 10 47.9742935312691
TM 17 8 48.0119629360655
TE 24 6 48.0525980788219
TE 11 11 48.2113338363733
TE 39 2 48.3165254767817
TM 29 4 48.3484613524947
TE 16 9 48.3706928251755
TM 20 7 48.4342391952057
TM 10 11 48.4471513872694
TE 31 4 48.6220127621178
TE 9 12 48.6369226453055
TM 26 5 48.6370613629595
TM 23 6 48.6513186682398
TM 15 9 48.7264641162407
TM 42 1 48.7476162933145
TM 37 2 48.7554218404518
TM 8 12 48.8259303815539
TM 33 3 48.8360295705795
TE 35 3 48.8390988310012
TE 19 8 48.8699335190099
TE 46 1 48.9164514161119
TE 7 13 48.9710709519006
TE 14 10 49.0296350555143
TE 28 5 49.0955974256198
TM 6 13 49.1157737247643
TE 22 7 49.173422398682
TE 5 14 49.2181746146666
TE 25 6 49.2600874961704
TM 18 8 49.3011113380306
TM 4 14 49.3203606863903
TM 13 10 49.3307800964435
TE 3 15 49.3813000923704
TE 40 2 49.3858571183522
TM 2 15 49.4421641104169
TE 1 16 49.4623911397028
TM 0 16 49.4826098973978
TM 30 4 49.5061770616309
TE 12 11 49.5833964176331
TE 17 9 49.6744317104142
TM 21 7 49.6887188180811
TE 32 4 49.7624580966285
TM 43 1 49.7960975536168
TM 27 5 49.8264760544082
TM 11 11 49.8346535103967
TM 38 2 49.8437099227168
TM 24 6 49.8727628890996
TE 47 1 49.9371745825293
TE 36 3 49.9450122799365
TM 34 3 49.9593319182211
TE 10 12 50.0404289709435
TM 16 9 50.0446060168425
TE 20 8 50.1385624822604
TM 9 12 50.2453269553054
TE 29 5 50.2675598906233
TE 15 10 50.3625139956975
TE 8 13 50.4070209670344
TE 23 7 50.4087960269044
TE 41 2 50.4541184798835
TE 26 6 50.4634464541733
TM 7 13 50.5681846797956
TM 19 8 50.583671140024
TM 31 4 50.6610329978652
TM 14 10 50.6782369464799
TE 6 14 50.6878177817237
TM 5 14 50.8071652030063
TM 44 1 50.8438677037046
TE 4 15 50.8861591531827
TE 33 4 50.9004457312823
TM 39 2 50.9305999602115
TM 22 7 50.937762792622
TE 13 11 50.9458492458308
TE 48 1 50.9576072298792
TM 3 15 50.9650299062052
TE 18 9 50.9711329176402
TE 2 16 51.0042976724589
TM 28 5 51.0122803250912
TM 1 16 51.0435351835715
TE 0 16 51.0435351835715
TE 37 3 51.0491930737559
TM 35 3 51.0805535247791
TM 25 6 51.08974966636
TM 12 11 51.2119670041011
TM 17 9 51.3552646507517
TE 21 8 51.4013659219859
TE 11 12 51.4331051714223
TE 30 5 51.4363693057824
TE 42 2 51.5213503874976
TE 24 7 51.6393662147994
TM 10 12 51.6532516681659
TE 27 6 51.6628806962473
TE 16 10 51.6874238066388
TM 32 4 51.81315840212
TE 9 13 51.8307839258347
TM 20 8 51.8600199280746
TM 45 1 51.8909524619441
TE 49 1 51.9777593478999
TM 8 13 52.0076914566869
TM 40 2 52.0161467794286
TM 15 10 52.0172412788816
TE 34 4 52.0360827243948
TE 7 14 52.143752969302
TE 38 3 52.1517115449663
TM 23 7 52.1816626034961
TM 29 5 52.1946461688142
TM 36 3 52.1997816559875
TE 19 9 52.2612070915225
TM 6 14 52.2794539036011
TE 14 11 52.2993193903317
TM 26 6 52.3025037824672
TE 5 15 52.3755915295636
TM 4 15 52.471551398458
TE 3 16 52.5288187372093
TM 13 11 52.5797690643834
TM 2 16 52.586023506816
TE 43 2 52.5875912183217
TE 31 5 52.6021700159203
TE 1 17 52.6050411115567
TM 0 17 52.624051841115
TE 22 8 52.6586614369377
TM 18 9 52.6588836515202
TE 12 12 52.8156868268505
TE 28 6 52.8585798302499
TE 25 7 52.8653789092463
TM 46 1 52.9373760845859
TM 33 4 52.9626733194371
TE 50 1 52.9976403873167
TE 17 10 53.0048459037498
TM 11 12 53.0504989591351
TM 41 2 53.1004018238015
TM 21 8 53.1305012504038
TE 35 4 53.1694687908991
TE 10 13 53.2432232142205
TE 39 3 53.252633531989
TM 37 3 53.3170978155714
TM 16 10 53.3483123318529
TM 30 5 53.3737326762289
TM 24 7 53.4206851310378
TM 9 13 53.4352271570421
TM 27 6 53.5112321699736
TE 20 9 53.5450271796069
TE 8 14 53.5869954353983
TE 15 11 53.6443696408133
TE 44 2 53.6528770986815
TM 7 14 53.7383253719633
TE 32 5 53.7650959559127
TE 6 15 53.850794636769
TE 23 8 53.9107393626656
TM 14 11 53.9386662091269
TM 19 9 53.9558652828627
TM 5 15 53.9630265583781
TM 47 1 53.9831614779283
TE 51 1 54.0172592990633
TE 4 16 54.0373724180839
TE 29 6 54.0507190317016
TE 26 7 54.0870602195184
TM 34 4 54.1096894806843
TM 3 16 54.1116155698219
TE 2 17 54.1485972426712
TM 42 2 54.1834134353344
TM 1 17 54.1855536410613
TE 0 17 54.1855536410613
TE 13 12 54.1888310710351
TE 36 4 54.3006969814689
TE 18 10 54.3152159506909
TE 40 3 54.3520207665549
TM 22 8 54.3954287365206
TM 38 3 54.4325782583403
TM 12 12 54.4377769283251
TM 31 5 54.5496873385589
TE 11 13 54.6451062404471
TM 25 7 54.6550754431627
TM 17 10 54.6719191775795
TM 28 6 54.7161258190625
TE 45 2 54.7172420822758
TE 21 9 54.822933077345
TM 10 13 54.8516190759634
TE 33 5 54.9252716625435
TE 16 11 54.9815073280135
TE 9 14 55.0184425506359
TM 48 1 55.0283302997371
TE 52 1 55.0366245699405
TE 24 8 55.157865917452
TM 8 14 55.184747939289
TE 30 6 55.2394605234827
TM 20 9 55.2465756146393
TM 35 4 55.2543110789866
TM 43 2 55.2652271069799
TM 15 11 55.28920414656
TE 27 7 55.3046185706233
TE 7 15 55.3128203304035
TE 37 4 55.4298542833721
TM 6 15 55.4405920688532
TE 41 3 55.4499312194447
TE 5 16 55.5311958844892
TM 39 3 55.5462944463186
TE 14 12 55.5531277795475
TE 19 10 55.6189296919923
TM 4 16 55.621650909768
TM 23 8 55.6550895985435
TE 3 17 55.6756652335027
TM 32 5 55.722647187422
TM 2 17 55.7296270532011
TE 1 18 55.747571792251
TM 0 18 55.76551075502
TE 46 2 55.7807183107422
TM 13 12 55.8157198763058
TM 26 7 55.8850591940292
TM 29 6 55.9173614317029
TM 18 10 55.9884872205543
TE 12 13 56.0371186870122
TE 53 1 56.055744255097
TM 49 1 56.0729030511487
TE 34 5 56.0828131638795
TE 22 9 56.095235563961
TM 11 13 56.2576047151145
TE 17 11 56.3111916492658
TM 44 2 56.3458857093798
TM 36 4 56.3966354558056
TE 25 8 56.4002858977153
TE 31 6 56.4249548667727
TE 10 14 56.4388920589826
TE 28 7 56.5182465661485
TM 21 9 56.5313488968685
TE 42 3 56.5464194099028
TE 38 4 56.5570221537776
TM 9 14 56.6195802665084
TM 16 11 56.631875942813
TM 40 3 56.6583134554301
TE 8 15 56.7625984751053
TE 47 2 56.8433361586841
TM 33 5 56.8927397951915
TM 7 15 56.9052499919788
TE 15 12 56.9091087889639
TM 24 8 56.9097476241952
TE 20 10 56.9163478651307
TE 6 16 57.0113760804951
TE 54 1 57.0746260076698
TM 27 7 57.110844694987
TM 30 6 57.1151028623105
TM 50 1 57.1168991601192
TM 5 16 57.1173027815042
TM 14 12 57.1848985981193
TE 4 17 57.1875204598477
TE 35 5 57.237828763763
TM 3 17 57.257651604499
TE 2 18 57.2925991864282
TM 19 10 57.2984036543732
TM 1 18 57.327525437901
TE 0 18 57.327525437901
TE 23 9 57.36221965701
TE 13 13 57.4198761546782
TM 45 2 57.4254296950703
TM 37 4 57.5367537091599
TE 32 6 57.607342091793
TE 18 11 57.6338397972061
TE 26 8 57.6382249992061
TE 43 3 57.6415366832676
TM 12 13 57.6538448119069
TE 39 4 57.6822769945399
TE 29 7 57.7281226070369
TM 41 3 57.7686983391136
TM 22 9 57.8104912784283
TE 11 14 57.8490568578398
TE 48 2 57.9051243649525
TM 17 11 57.9671288334662
TM 10 14 58.0435879282325
TM 34 5 58.060084156151
TE 55 1 58.0932771058812
TM 25 8 58.1596457487303
TM 51 1 58.1603370573471
TE 9 15 58.2009558248595
TE 21 10 58.20780036348
TE 16 12 58.2572555546886
TM 31 6 58.3095023775856
TM 28 7 58.3326247108322
TM 8 15 58.3578890252697
TE 36 5 58.3904197361196
TE 7 16 58.4788740298988
TM 46 2 58.5038972828193
TM 15 12 58.5458289043851
TM 6 16 58.5996056312377
TM 20 10 58.6020220738467
TE 24 9 58.6241474871147
TM 38 4 58.6747512344893
TE 5 17 58.6852835934074
TE 44 3 58.7353314607059
TM 4 17 58.7708357404592
TE 33 6 58.7867526919465
TE 14 13 58.7939337590281
TE 40 4 58.8056905761046
TE 3 18 58.821948001595
TE 27 8 58.8718918255044
TM 2 18 58.8730157726122
TM 42 3 58.8775084542987
TE 1 19 58.8900022991857
TM 0 19 58.9069839260809
TE 30 7 58.9344123042033
TE 19 11 58.9498321221298
TE 49 2 58.9661101517345
TM 13 13 59.0409340372493
TM 23 9 59.0842839864422
TE 56 1 59.1117044778519
TM 52 1 59.2032342454806
TM 35 5 59.2247914653171
TE 12 14 59.249577075518
TM 18 11 59.2953699442866
TM 26 8 59.4050082759006
TM 11 14 59.457456908388
TE 22 10 59.4935897850742
TM 32 6 59.5007017624602
TE 37 5 59.5406809414049
TM 29 7 59.5505780245508
TM 47 2 59.5813246243988
TE 17 12 59.598005558736
TE 10 15 59.6286313069215
TM 9 15 59.7993016309602
TM 39 4 59.8107082070369
TE 45 3 59.8278494643906
TE 25 9 59.8812607740848
TM 16 12 59.8989787287768
TM 21 10 59.8996663967788
TE 41 4 59.9273304170207
TE 8 16 59.9345443093223
TE 34 6 59.9633085009548
TM 43 3 59.9847997543795
TE 50 2 60.0263193327994
TM 7 16 60.069476998277
TE 28 8 60.1014796337311
TE 57 1 60.1299147243597
TE 31 7 60.1372697161431
TE 15 13 60.1597941029675
TE 6 17 60.1699456131946
TM 53 1 60.2456073623151
TE 20 11 60.2595165078088
TM 5 17 60.2702450729428
TE 4 18 60.3367714022163
TM 24 9 60.352986058851
TM 36 5 60.3869658090522
TM 3 18 60.4032241384721
TM 14 13 60.4194098521303
TE 2 19 60.4363500752536
TM 1 19 60.4694578453475
TE 0 19 60.4694578453475
TM 19 11 60.6169711271735
TE 13 14 60.6410300265388
